"","Lp","Age","Gender","School","Class","Living","KWS_1","KWS_2","KWS_3","KWS_4","KWS_5","KWS_6","KWS_7","KWS_8","KWS_9","KWS_10","KWS_11","KWS_12","KWS_13","KWS_14","KWS_15","KWS_16","KWS_17","KWS_18","KWS_19","DASS_1","DASS_2","DASS_3","DASS_4","DASS_5","DASS_6","DASS_7","DASS_8","DASS_9","DASS_10","DASS_11","DASS_12","DASS_13","DASS_14","DASS_15","DASS_16","DASS_17","DASS_18","DASS_19","DASS_20","DASS_21","ChFQ_1","ChFQ_2","ChFQ_3","ChFQ_4","ChFQ_5","ChFQ_6","ChFQ_7","ChFQ_8","ChFQ_9","ChFQ_10","ChFQ_11","KMN_1","KMN_2","KMN_3","KMN_4","KMN_5","KMN_6","KMN_7","KMN_8","KMN_9","KMN_10","KMN_11","KMN_12","KMN_13","KMN_14","KMN_15","KMN_16","KMN_17","KMN_18","KMN_19","KMN_20","KMN_21","KMN_22","KMN_23","KMN_24","KMN_25","KMN_26","KMN_27","KMN_28","KMN_29","KMN_30","FRAS_1","FRAS_2","FRAS_3","FRAS_4","FRAS_5","FRAS_6","FRAS_7","FRAS_8","FRAS_9","FRAS_10","FRAS_11","FRAS_12","FRAS_13","FRAS_14","FRAS_15","FRAS_16","FRAS_17","FRAS_18","FRAS_19","FRAS_20","FRAS_21","FRAS_22","FRAS_23","FRAS_24","FRAS_25","FRAS_26","FRAS_27","FRAS_28","FRAS_29","FRAS_30","FRAS_31","FRAS_32","FRAS_33","FRAS_34","FRAS_35","FRAS_36","FRAS_37","FRAS_38","FRAS_39","FRAS_40","FRAS_41","FRAS_42","FRAS_43","FRAS_44","FRAS_45","FRAS_46","FRAS_47","FRAS_48","FRAS_49","FRAS_50","FRAS_51","FRAS_52","FRAS_53","FRAS_54","JiMSz_1","JiMSz_2","JiMSz_3","JiMSz_4","JiMSz_5","JiMSz_6","JiMSz_7","JiMSz_8","JiMSz_9","JiMSz_10","JiMSz_11","JiMSz_12","JiMSz_13","JiMSz_14","JiMSz_15","JiMSz_16","JiMSz_17","JiMSz_18","JiMSz_19","JiMSz_20","JiMSz_21","JiMSz_22","JiMSz_23","JiMSz_24","JiMSz_25","JiMSz_26","JiMSz_27","JiMSz_28","JiMSz_29","JiMSz_30","JiMSz_31","JiMSz_32","JiMSz_33","JiMSz_34","JiMSz_35","JiMSz_36","JiMSz_37","JiMSz_38","JiMSz_39","JiMSz_40","JiMSz_41","JiMSz_42","JiMSz_43","JiMSz_44","JiMSz_45","JiMSz_46","JiMSz_47","JiMSz_48","JiMSz_49","JiMSz_50","JiMSz_51","JiMSz_52","JiMSz_53","JiMSz_54","JiMSz_55","JiMSz_56","JiMSz_57","JiMSz_58","JiMSz_59","JiMSz_60","JiMSz_61","JiMSz_62","JiMSz_63","JiMSz_64","JiMSz_65","JiMSz_66","JiMSz_67","JiMSz_68","JiMSz_69","JiMSz_70","JiMSz_71","JiMSz_72","JiMSz_73","KWS_6R","KWS_14R","ChFQ_1P","ChFQ_2P","ChFQ_3P","ChFQ_4P","ChFQ_5P","ChFQ_6P","ChFQ_7P","ChFQ_8P","ChFQ_9P","ChFQ_10P","ChFQ_11P","FRAS_33R","FRAS_37R","FRAS_45R","FRAS_50R","JiMSz_3R","JiMSz_4R","JiMSz_14R","JiMSz_18R","JiMSz_23R","JiMSz_28R","JiMSz_30R","JiMSz_34R","JiMSz_36R","JiMSz_38R","JiMSz_40R","JiMSz_44R","JiMSz_45R","JiMSz_49R","JiMSz_57R","JiMSz_58R","JiMSz_59R","JiMSz_61R","JiMSz_66R","JiMSz_70R","JiMSz_72R","KWS_SS","KWS_WOD","KWS_JZ","KWS_W","KWS_CYN","KWS_OG","DASS_D","DASS_L","DASS_S","ChFQ_P","ChFQ_M","KMN_ZEW","KMN_INT","KMN_ID","KMN_WEW","KMN_A","FRAS_FCPS","FRAS_USER","FRAS_MPO","FRAS_FC","FRAS_FS","FRAS_AMMA","JiMSz_L","JiMSz_M","JiMSz_K"
"95",95,15,"M","L",1,"R",2,3,3,4,4,3,4,3,4,2,2,4,3,4,4,2,2,3,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,2,0,1,0,2,3,3,1,1,1,1,2,2,1,1,2,3,5,4,3,4,4,2,3,3,4,4,4,3,3,4,2,3,3,2,1,4,1,3,3,4,3,3,2,1,3,2,3,4,4,3,3,3,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,2,3,1,3,3,3,2,3,3,2,3,1,3,1,2,3,3,3,3,2,3,2,3,3,1,1,1,0,0,2,1,0,2,1,0,1,2,1,0,2,0,0,0,2,1,0,1,0,2,0,1,1,2,2,0,2,1,0,0,1,0,1,0,0,0,2,1,0,1,0,2,1,0,0,1,2,0,2,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,3,2,1,2,2,0,0,0,0,1,1,0,0,4,3,3,3,1,2,1,2,1,1,0,2,1,1,2,2,1,2,2,2,1,1,1,1,1,9,16,15,11,4,40,8,4,10,5,2,10,28,21,23,8,74,21,18,18,7,11,14,45,10
"96",96,15,"M","L",1,"R",2,4,3,5,4,3,4,3,1,3,2,4,4,3,5,1,1,3,3,2,1,0,0,1,2,1,1,3,0,1,1,0,2,0,0,0,2,1,1,0,2,2,3,4,2,2,2,2,2,3,2,2,5,5,4,5,3,5,2,3,5,4,3,3,5,3,5,1,5,1,1,1,4,1,5,4,5,4,3,3,1,3,2,2,3,4,4,3,3,3,2,3,3,3,4,3,1,2,2,3,3,3,3,3,3,3,2,2,3,3,2,3,3,1,2,3,2,3,3,3,2,3,3,3,2,2,3,2,1,3,2,2,3,2,3,1,2,1,2,2,0,0,2,0,2,2,1,2,1,0,1,1,1,0,2,0,0,2,0,2,1,2,0,2,2,2,1,2,2,2,1,2,1,0,0,0,2,2,2,2,0,0,1,0,2,1,2,2,1,0,0,0,1,2,1,2,1,1,0,0,2,0,0,2,2,1,1,0,3,3,1,1,2,3,1,1,1,1,1,2,1,4,2,3,3,1,0,1,1,0,2,0,0,1,1,2,0,0,2,2,1,0,0,0,0,1,10,14,16,14,4,42,2,14,22,10,5,8,33,33,20,7,71,24,15,16,11,9,36,26,6
"97",97,15,"N","L",1,"R",2,4,3,3,5,5,2,2,4,4,3,4,2,5,3,2,4,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,2,2,1,1,2,2,3,2,2,2,2,2,4,4,4,1,2,4,3,3,3,4,3,3,1,4,1,3,1,3,1,2,4,4,4,3,2,1,3,3,3,2,3,2,3,3,2,4,2,4,2,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,4,4,2,3,4,3,2,3,3,3,3,4,3,3,2,3,3,3,3,2,3,2,3,3,0,0,2,0,0,0,1,2,2,0,1,0,2,2,1,0,0,1,0,0,0,1,2,0,1,0,2,1,2,2,1,0,2,2,0,2,0,2,1,0,0,0,2,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,2,1,0,0,0,1,0,2,2,0,1,2,1,1,1,3,3,1,1,0,0,1,1,2,1,3,3,3,3,0,2,0,1,0,1,0,0,0,0,2,1,0,0,2,2,0,1,2,0,1,7,17,12,7,8,39,0,0,8,9,5,7,21,26,20,6,81,25,17,18,15,8,24,17,5
"98",98,15,"M","L",1,"R",2,4,1,3,2,2,3,3,5,2,2,3,3,3,4,4,4,4,2,1,0,0,0,2,1,0,1,2,0,1,1,0,1,1,0,0,0,1,1,0,3,3,3,2,2,2,3,4,3,3,3,4,2,3,1,1,1,2,5,1,1,1,3,1,3,1,1,4,2,1,1,3,1,2,1,1,2,2,1,1,3,3,3,3,2,3,2,3,3,2,1,2,3,3,3,2,3,3,2,2,3,3,3,2,3,3,2,2,2,2,1,2,2,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,1,3,2,3,2,1,1,0,1,0,0,0,0,1,2,0,0,2,0,2,2,2,0,0,2,0,0,0,0,2,2,0,2,0,0,1,2,2,0,0,2,2,2,2,2,2,2,1,0,2,2,2,0,2,2,2,2,1,0,2,0,1,0,0,0,2,2,2,2,0,2,0,2,2,0,0,2,2,2,2,4,3,2,2,2,1,1,1,2,3,2,2,2,2,3,3,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,8,18,11,15,6,47,4,10,12,11,9,5,11,12,9,19,59,18,18,16,10,8,45,7,5
"99",99,15,"K","L",1,"R",5,5,1,4,5,1,3,5,5,3,5,3,5,1,3,5,5,4,1,3,1,0,2,3,2,3,3,3,0,2,3,2,2,2,1,3,3,1,1,2,4,4,4,3,3,2,3,4,2,3,4,2,5,4,3,4,3,5,1,3,5,2,4,4,4,3,5,2,5,4,1,1,4,3,2,5,5,5,3,2,1,2,3,2,2,2,3,1,3,2,1,2,1,3,4,3,1,2,2,3,4,3,2,1,3,1,2,2,2,1,2,3,4,3,3,3,3,2,3,3,4,2,1,3,1,2,2,3,2,3,1,3,3,1,3,0,2,2,2,2,0,1,0,0,1,2,0,2,2,2,1,0,2,2,0,2,2,2,2,1,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,1,0,2,2,2,0,0,0,2,2,2,2,0,2,0,2,2,0,2,2,0,0,2,5,5,3,3,3,2,2,1,2,3,1,2,3,2,3,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,14,25,10,20,8,67,22,26,36,16,9,13,27,33,20,7,59,24,17,18,6,6,55,13,6
"100",100,15,"M","L",1,"R",2,2,4,4,2,4,4,4,2,3,2,4,2,3,4,4,2,1,3,1,2,1,0,0,0,0,2,3,1,1,1,2,0,2,0,1,2,0,3,1,2,1,3,2,1,1,3,2,3,3,2,4,3,5,5,3,5,5,1,5,3,5,5,4,3,5,5,1,3,4,3,1,5,1,5,3,5,4,5,3,1,3,3,3,2,4,3,4,3,3,2,4,1,3,3,3,1,3,3,3,4,3,3,3,3,3,3,3,4,2,4,3,4,2,3,2,3,1,3,3,3,2,1,3,1,1,3,3,3,3,2,3,2,2,3,0,2,0,2,2,0,2,0,2,2,2,1,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,2,2,0,2,2,0,2,2,2,0,2,2,3,1,0,2,1,0,0,2,1,2,2,1,3,4,4,3,2,0,2,2,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,2,10,12,16,11,5,38,12,20,14,6,6,12,35,22,33,8,78,26,18,20,5,9,50,35,8
"101",101,15,"M","L",1,"R",2,4,3,3,2,3,3,2,2,3,2,3,4,3,4,2,3,2,1,3,3,2,3,2,1,0,0,0,1,1,3,2,2,1,2,0,3,0,0,0,3,3,2,2,3,2,1,2,4,4,2,1,5,4,4,5,3,3,2,3,5,2,3,2,5,4,1,1,5,1,3,2,4,1,2,5,5,4,2,1,1,2,3,3,2,4,2,3,3,3,3,4,3,3,3,3,2,3,4,3,3,3,3,4,2,4,1,2,4,3,3,3,4,2,2,3,3,1,3,3,3,3,2,4,2,2,3,3,2,3,2,4,3,3,3,0,2,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,0,0,2,2,0,0,2,2,2,2,0,2,2,0,2,2,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,2,2,0,0,0,3,3,2,2,1,1,2,1,0,1,3,3,1,3,4,3,3,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,0,0,0,2,7,14,13,11,6,38,18,14,26,9,8,5,21,34,22,7,77,27,18,19,10,9,28,34,14
"102",102,15,"M","L",1,"R",4,3,4,2,2,3,5,3,2,3,2,4,2,4,4,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,1,3,3,2,3,4,5,4,4,4,4,2,4,4,4,4,3,4,4,3,2,3,2,3,2,4,1,2,4,4,3,3,2,2,3,3,3,2,3,3,3,3,3,4,3,2,3,3,4,2,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,1,3,3,3,1,3,3,3,3,2,3,2,2,3,4,4,2,2,3,3,3,3,0,2,0,0,0,2,2,2,2,0,2,0,2,0,2,0,0,0,0,2,2,0,0,2,2,2,0,0,2,2,0,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2,2,0,0,0,3,2,1,1,0,1,0,0,0,0,2,2,1,4,4,3,3,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2,9,11,17,10,5,35,0,2,0,3,5,8,26,26,26,11,85,23,19,21,9,8,28,44,12
"103",103,15,"M","L",1,"R",5,3,2,1,4,4,5,4,1,1,4,4,4,1,4,3,4,1,1,2,0,1,0,1,1,1,0,1,0,1,2,1,2,1,0,2,0,0,1,0,3,2,3,2,2,2,2,2,3,2,2,1,4,2,5,5,5,1,1,3,4,2,5,1,4,4,1,1,4,1,4,1,1,1,1,4,2,4,4,1,1,3,2,3,3,3,4,4,3,3,3,2,4,3,4,4,3,3,3,2,4,3,3,2,3,4,2,3,3,4,3,2,4,2,3,4,3,1,2,2,3,4,4,2,4,1,3,4,4,3,2,3,3,3,4,0,0,0,0,0,2,2,0,0,2,0,0,2,2,2,0,0,2,0,0,0,0,0,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,2,0,2,0,0,2,0,0,0,2,2,0,2,0,2,0,2,0,0,0,0,0,2,5,2,1,2,1,1,1,1,1,2,1,1,3,4,4,3,2,2,0,0,2,2,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2,10,15,15,13,5,43,10,8,16,9,5,4,10,29,30,5,89,19,18,20,16,9,14,36,14
"104",104,17,"M","L",3,"R",3,5,2,3,5,3,2,5,5,3,4,2,5,3,3,4,4,3,4,3,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,4,4,4,4,3,3,2,4,4,2,2,4,3,2,1,3,2,3,2,2,4,3,2,2,2,3,4,3,4,2,4,2,2,3,2,3,3,3,3,4,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,1,3,1,2,3,3,2,2,2,3,3,3,3,0,0,0,0,2,2,2,2,0,0,2,0,2,0,2,2,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,0,0,2,2,0,2,0,2,0,2,2,0,2,2,2,0,2,3,3,2,3,3,3,3,1,3,3,3,3,2,4,2,3,3,2,2,2,2,0,2,0,0,0,0,0,2,0,0,2,2,0,2,0,0,2,11,24,9,17,7,59,38,38,40,18,11,11,27,13,16,14,83,23,18,18,5,10,56,32,4
"105",105,16,"M","L",3,"R",3,5,3,4,2,1,5,5,2,1,1,3,2,5,3,2,1,1,1,1,3,1,1,0,1,0,1,0,0,1,0,2,2,0,0,1,2,1,0,1,2,3,3,2,2,1,1,2,3,2,2,3,5,4,3,5,1,2,3,1,3,1,1,5,4,1,4,1,3,4,1,1,4,1,4,1,2,1,1,4,1,2,4,2,3,2,2,2,3,2,2,3,1,3,2,2,2,2,1,3,2,2,2,3,2,3,2,2,2,3,3,4,3,2,3,1,2,3,4,4,3,2,1,4,2,2,2,3,3,4,1,4,3,2,4,0,2,2,2,0,2,0,0,0,0,2,0,2,2,0,0,0,2,0,0,2,0,2,0,2,2,0,2,2,2,2,2,0,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,2,2,0,0,0,2,0,0,0,2,0,2,2,5,1,1,2,2,1,1,0,0,1,2,1,1,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,13,14,9,2,36,10,10,16,7,5,14,21,22,9,9,63,29,16,19,5,7,30,10,2
"106",106,16,"K","L",3,"R",4,5,3,4,5,2,3,4,4,2,2,3,4,4,4,5,1,3,4,2,1,2,3,1,0,3,2,1,1,2,2,3,2,3,2,2,1,3,3,3,4,3,3,2,4,3,3,4,4,4,3,2,4,4,2,1,1,4,2,1,1,2,2,5,2,2,5,1,1,5,2,1,3,5,4,1,3,1,2,4,1,2,2,3,4,4,2,2,4,3,2,2,1,3,3,3,1,2,2,3,3,3,4,2,3,2,3,2,2,3,2,1,3,3,3,1,3,3,2,1,3,2,1,1,1,2,3,3,2,2,2,3,3,2,4,0,2,2,2,2,0,0,2,0,0,2,0,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,1,2,0,2,2,2,2,0,2,2,2,2,0,0,0,2,2,2,0,1,2,2,2,2,0,2,2,2,0,2,4,2,3,2,2,1,3,2,2,3,3,3,2,2,2,3,3,0,0,0,2,0,2,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,12,23,13,15,3,53,28,34,22,15,11,19,25,11,12,7,67,15,19,15,4,11,54,22,4
"107",107,17,"K","L",3,"R",4,4,2,2,4,4,4,4,2,2,2,3,4,4,4,4,3,2,2,2,1,1,1,2,2,1,2,2,0,0,1,2,0,2,1,0,2,2,1,0,3,3,3,4,3,3,4,4,2,2,2,4,4,4,3,4,2,4,2,2,4,3,3,4,4,2,4,2,3,4,2,3,4,2,2,4,3,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,3,2,2,3,3,3,3,2,3,3,3,3,0,2,2,2,2,0,2,2,2,0,2,0,2,2,2,0,0,0,2,0,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,0,0,2,2,2,2,0,0,2,2,2,0,2,2,2,0,2,2,2,2,2,2,3,2,2,3,3,1,1,1,3,3,3,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,10,18,13,10,5,43,12,20,18,16,6,12,24,27,16,13,81,24,18,18,8,9,58,20,2
"108",108,17,"K","L",3,"R",4,4,2,4,4,3,4,5,5,2,2,3,4,4,3,5,4,2,1,2,0,1,1,2,3,2,1,1,0,1,2,2,3,1,1,0,1,1,2,0,3,4,3,4,4,4,3,3,4,3,2,4,4,5,2,2,1,5,3,1,2,4,1,4,1,1,4,4,1,4,1,3,4,1,5,1,4,1,1,3,3,3,3,3,3,3,3,2,3,3,2,2,1,2,3,2,1,2,2,3,3,3,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,3,3,3,2,2,2,3,1,3,3,3,2,3,2,3,2,2,3,0,2,0,2,0,2,1,0,1,2,2,0,2,2,2,2,0,0,0,2,0,0,0,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,1,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,3,2,2,3,2,3,3,3,2,2,3,2,1,3,2,2,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,22,12,10,6,51,12,16,26,18,8,12,31,12,8,17,63,22,17,16,6,9,46,26,2
"109",109,16,"M","L",3,"R",4,5,1,5,5,3,1,5,4,4,5,1,5,4,2,5,4,2,3,2,2,2,0,2,1,3,1,3,3,1,2,3,1,1,2,3,2,1,2,3,4,3,4,3,3,2,3,3,4,4,4,5,3,2,1,2,1,2,4,1,2,2,1,4,2,1,2,5,2,5,1,4,1,3,4,3,3,2,1,4,4,3,3,3,3,3,2,3,3,2,2,2,1,3,3,2,2,3,2,3,3,3,3,2,3,2,3,2,2,2,2,3,2,2,3,1,3,3,3,3,3,2,2,3,1,2,3,2,2,3,2,3,2,2,3,0,0,2,0,2,1,0,2,0,0,2,0,2,2,2,1,0,2,2,0,0,0,2,0,2,2,0,2,2,1,2,0,2,2,0,2,2,2,2,2,1,0,2,2,2,2,0,2,2,2,0,0,2,2,2,0,0,2,2,2,2,2,0,2,1,2,2,0,2,2,2,0,2,3,2,3,2,3,2,2,1,2,2,3,3,3,3,2,3,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,14,24,5,15,8,61,36,24,20,15,11,16,16,16,7,22,65,22,18,16,5,9,52,9,2
"110",110,16,"K","L",3,"R",5,5,2,3,5,3,2,4,5,3,1,1,4,5,1,5,1,3,3,3,0,3,2,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,4,4,4,4,2,3,4,3,3,4,5,1,3,1,1,1,1,4,1,1,2,1,3,1,1,3,4,1,5,1,5,2,4,3,1,4,1,1,5,4,2,2,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,4,1,2,1,4,2,2,1,1,1,2,1,3,2,1,1,1,3,1,1,1,1,0,2,2,2,2,0,0,0,0,0,2,0,2,0,2,0,0,2,2,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,2,0,2,0,0,2,2,2,0,2,2,2,0,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,2,0,2,2,2,0,2,3,1,2,3,3,3,3,1,2,3,2,2,3,1,1,2,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2,12,24,6,11,4,51,42,34,36,17,10,17,18,7,7,22,33,13,7,9,5,7,54,12,4
"111",111,15,"K","L",2,"R",4,5,2,4,4,1,3,4,3,3,2,3,3,4,3,5,3,2,1,2,0,1,0,3,1,1,2,1,1,3,2,2,3,1,2,0,0,0,1,0,2,3,2,4,2,1,2,3,1,2,2,4,3,4,4,4,1,4,4,2,3,3,1,5,2,2,2,4,4,5,1,2,4,1,4,4,4,3,1,3,3,3,3,2,4,3,1,2,3,3,2,2,1,3,2,2,1,2,3,2,2,3,3,1,3,1,2,2,2,1,2,3,3,3,2,2,3,4,3,3,2,2,1,2,1,3,2,2,1,4,2,3,2,2,2,0,2,1,0,2,0,2,2,1,0,2,0,0,0,2,1,0,1,0,0,2,0,2,0,2,2,2,0,2,2,2,0,2,2,0,2,2,2,1,2,2,1,2,1,2,2,0,2,2,1,2,2,2,2,0,0,0,0,2,2,2,1,0,2,0,2,0,0,1,2,0,1,2,5,2,1,2,1,3,1,0,1,2,0,1,1,2,1,2,3,1,2,2,1,0,2,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,12,20,11,12,6,50,18,8,26,9,4,14,25,23,12,17,53,22,17,13,5,9,40,21,8
"112",112,15,"K","L",2,"R",3,4,2,4,3,3,3,4,3,3,3,3,3,4,3,3,3,2,2,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,2,2,2,3,2,4,4,4,3,2,3,3,3,2,3,3,3,3,2,2,4,3,3,3,1,4,4,2,4,3,4,3,2,3,3,4,3,4,4,3,2,3,4,4,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,4,1,3,3,3,1,3,3,3,3,2,3,2,1,3,3,3,3,2,3,3,3,3,0,0,1,2,0,1,2,0,0,0,0,0,2,0,1,2,0,2,0,0,2,0,2,2,1,0,2,1,2,2,0,1,2,2,0,2,0,2,0,2,0,2,1,1,2,0,0,1,2,0,1,0,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,2,0,2,2,3,2,1,2,2,2,1,1,1,1,1,2,1,4,4,4,3,1,0,2,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,11,16,11,12,6,45,4,2,6,10,5,11,26,20,16,17,85,26,18,21,9,11,19,18,6
"113",113,15,"K","L",2,"R",2,4,1,3,5,1,3,1,3,3,1,3,3,3,3,3,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,2,2,2,3,2,2,1,1,1,3,5,1,1,2,1,4,1,1,2,4,1,4,1,5,3,3,2,1,2,3,1,2,3,2,3,3,3,3,2,2,3,3,2,2,2,2,3,3,1,2,3,3,3,2,2,2,2,2,1,2,2,3,2,3,4,3,2,1,2,3,2,3,2,2,1,3,1,2,2,3,3,3,2,3,2,1,3,0,2,2,2,1,0,0,0,0,0,1,0,1,0,2,1,2,1,0,0,2,0,2,2,0,0,1,0,2,2,2,0,2,2,0,2,0,2,0,2,0,0,1,2,2,2,0,0,2,0,0,0,1,0,0,0,0,2,2,2,2,1,0,2,2,1,2,0,1,2,0,1,0,5,3,1,1,1,1,1,1,1,2,1,1,1,2,2,3,3,0,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,6,18,10,15,5,44,2,0,0,7,5,13,16,10,7,20,60,23,13,16,5,9,31,6,5
"114",114,15,"K","L",2,"R",4,4,2,1,1,3,3,1,4,3,1,3,2,5,3,3,5,1,1,1,1,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,4,4,4,4,3,3,2,3,3,3,4,5,2,2,1,1,1,3,4,1,2,2,1,4,3,1,4,5,3,4,3,4,3,1,3,3,3,3,1,4,4,2,2,2,3,2,2,2,2,1,1,1,4,3,1,1,1,2,2,4,2,3,3,3,3,1,2,2,2,2,2,4,4,3,2,2,3,4,4,3,1,1,3,4,1,2,2,3,1,3,3,3,2,2,1,0,2,2,2,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,2,2,0,2,2,2,2,1,2,2,2,0,0,2,2,2,1,0,2,0,2,1,0,0,2,2,2,0,0,2,0,1,0,2,1,2,0,0,0,2,0,0,2,0,2,2,0,2,0,2,2,0,1,2,3,1,3,3,3,3,2,2,1,2,2,2,3,2,1,3,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,2,0,2,2,0,1,6,14,11,7,8,35,8,4,8,17,9,13,20,17,9,22,46,27,17,13,10,7,38,13,6
"115",115,15,"K","L",2,"R",3,4,3,2,4,3,4,2,2,2,1,4,3,5,3,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,2,2,3,3,2,2,4,3,2,4,3,2,1,2,3,3,4,4,4,3,4,2,3,4,1,1,3,1,3,5,4,3,2,1,1,3,2,3,1,4,2,3,2,1,3,2,1,3,2,3,1,3,2,3,2,3,3,2,3,3,2,2,3,3,2,2,3,2,3,3,2,1,2,2,3,3,1,2,1,2,3,3,2,3,2,3,3,3,2,0,0,2,1,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,2,0,2,2,1,0,0,0,2,2,0,0,1,2,1,1,0,2,0,0,0,1,0,2,2,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,2,2,0,0,2,0,1,2,3,1,1,2,1,0,1,0,1,1,2,2,1,3,4,3,3,0,1,2,2,0,2,0,0,1,0,2,0,0,2,2,2,0,2,0,0,1,7,16,14,7,4,34,0,4,0,6,6,10,22,26,17,7,66,19,17,18,6,8,21,17,6
